Date,open,high,low,close,volume,return,log_return,next_return
2026-03-20,379.8500061035156,379.8900146484375,364.4599914550781,367.9599914550781,78628600,-0.03244805872728129,-0.032986169449252166,0.035031022251806876
2026-03-23,373.0899963378906,385.3299865722656,372.7300109863281,380.8500061035156,74606000,0.035031022251806876,0.03443139945829688,0.005724019012326664
2026-03-24,376.55999755859375,387.4800109863281,376.30999755859375,383.0299987792969,60004900,0.005724019012326664,0.005707699063017406,0.007623458833617036
2026-03-25,389.989990234375,396.2300109863281,385.010009765625,385.95001220703125,55157300,0.007623458833617036,0.007594547116542637,-0.03585963575004292
2026-03-26,381.6000061035156,384.44000244140625,371.8699951171875,372.1099853515625,55522900,-0.03585963575004292,-0.036518388902705916,-0.027626237359861583
2026-03-27,369.69000244140625,369.8599853515625,359.4700012207031,361.8299865722656,62065700,-0.027626237359861583,-0.0280150189690427,-0.018102390725044493
2026-03-30,365.8599853515625,367.2900085449219,352.1400146484375,355.2799987792969,67954400,-0.018102390725044493,-0.018268243604687585,0.04635780589195071
2026-03-31,361.510009765625,373.3299865722656,361.0,371.75,75534900,0.04635780589195071,0.045315377792307994,0.025581734406523227
2026-04-01,378.6300048828125,383.1400146484375,374.0799865722656,381.260009765625,58683800,0.025581734406523227,0.02525999735964806,-0.05421500524128142
2026-04-02,364.20001220703125,370.2799987792969,359.0299987792969,360.5899963378906,83031200,-0.05421500524128142,-0.05574001402961767,-0.021547988276388597
2026-04-06,362.5899963378906,367.7200012207031,346.6400146484375,352.82000732421875,77697600,-0.021547988276388597,-0.021783536042954785,-0.017487708462248674
2026-04-07,346.44000244140625,348.0199890136719,337.239990234375,346.6499938964844,74515400,-0.017487708462248674,-0.017642424845982326,-0.009808146419583275
2026-04-08,363.7900085449219,364.5,339.6700134277344,343.25,78838600,-0.009808146419583275,-0.009856563133277247,0.006904574267115882
2026-04-09,343.1499938964844,348.8800048828125,337.25,345.6199951171875,62164000,0.006904574267115882,0.0068808468500743715,0.009634908676839249
2026-04-10,346.2900085449219,350.3599853515625,342.739990234375,348.95001220703125,51336000,0.009634908676839249,0.009588788947183922,0.009944121218842028
2026-04-13,350.07000732421875,356.3500061035156,348.57000732421875,352.4200134277344,53617500,0.009944121218842028,0.00989500379675574,0.03342602102735692
2026-04-14,357.6700134277344,367.6300048828125,354.7699890136719,364.20001220703125,59979600,0.03342602102735692,0.03287951656879651,0.07619439612820611
2026-04-15,366.8299865722656,394.6499938964844,362.5,391.95001220703125,113810400,0.07619439612820611,0.07343111096819813,-0.007781651270713175
2026-04-16,393.80999755859375,394.05999755859375,381.79998779296875,388.8999938964844,63515100,-0.007781651270713175,-0.0078120863116936485,0.03013628543234881
2026-04-17,395.9200134277344,409.2799987792969,391.6499938964844,400.6199951171875,90640000,0.03013628543234881,0.0296911094422974,-0.02026857175416885
2026-04-20,402.5799865722656,406.79998779296875,388.3299865722656,392.5,64603900,-0.02026857175416885,-0.020476797687229584,-0.015490411649084379
2026-04-21,393.0,393.95001220703125,385.2200012207031,386.4200134277344,50530600,-0.015490411649084379,-0.0156116416401595,0.0028207553957204645
2026-04-22,387.57000732421875,393.010009765625,385.29998779296875,387.510009765625,62362800,0.0028207553957204645,0.0028167845306925577,-0.03558619957523779
2026-04-23,375.2799987792969,386.0,368.3900146484375,373.7200012207031,93969500,-0.03558619957523779,-0.03623482292188371,0.0069035282132037246
2026-04-24,373.5,382.760009765625,370.7300109863281,376.29998779296875,62893300,0.0069035282132037246,0.006879807968652782,0.0062982346841573555
2026-04-27,372.0899963378906,380.7799987792969,364.0199890136719,378.6700134277344,66735800,0.0062982346841573555,0.006278483691632188,-0.006998242057971282
2026-04-28,374.67999267578125,382.2900085449219,372.5400085449219,376.0199890136719,50864400,-0.006998242057971282,-0.007022844604162197,-0.008563377785179571
2026-04-29,375.3999938964844,376.3999938964844,370.0400085449219,372.79998779296875,45384800,-0.008563377785179571,-0.008600254179982027,0.02368566893502
2026-04-30,372.75,384.75,368.1700134277344,381.6300048828125,51076000,0.02368566893502,0.023409515563600516,0.024080922159745333
2026-05-01,382.489990234375,397.82000732421875,378.79998779296875,390.82000732421875,65210000,0.024080922159745333,0.02379554904158833,
